prod_id,char_id,value
2052,16,5 МП
2052,13,каплевидная
2052,14,"GSM, 3G"
2053,10,6.6
2053,11,Android 12.0
2053,12,3 модуля
2053,13,островная (в дисплее)
2053,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2054,10,6.7
2054,11,Android 12.0
2054,12,3 модуля
2054,13,островная (в дисплее)
2054,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2055,10,4
2055,11,Android 11.0
2055,16,5 МП
2055,14,"GSM, 3G"
2055,18,"сканер отпечатка отсутствует, FM-приемник, фонарик, датчик освещения"
2056,10,6.8
2056,11,Android 11.0
2056,12,4 модуля
2056,13,островная (в дисплее)
2056,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2057,10,6.81
2057,11,Android 12.0
2057,12,3 модуля
2057,13,островная (в дисплее)
2057,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2058,10,6.81
2058,11,Android 12.0
2058,12,3 модуля
2058,13,островная (в дисплее)
2058,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2059,10,2.8
2059,11,проприетарная
2059,14,GSM
2059,18,"FM-приемник, фонарик"
2059,19,2500
2060,10,6.28
2060,11,Android 12.0
2060,12,2 модуля
2060,13,островная (в дисплее)
2060,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2061,10,6.28
2061,11,Android 12.0
2061,12,2 модуля
2061,13,островная (в дисплее)
2061,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2062,10,6.7
2062,11,Android 11.0
2062,12,2 модуля
2062,13,каплевидная
2062,14,"GSM, 3G, 4G (LTE), VoLTE"
2063,10,6.26
2063,11,Android 11.0
2063,12,3 модуля
2063,13,каплевидная
2063,14,"GSM, 3G, 4G (LTE)"
2064,10,6.67
2064,11,Android 11.0
2064,15,7090 балл(ов)
2064,12,3 модуля
2064,13,островная (в дисплее)
2065,10,6.9
2065,11,Android 10.0
2065,15,7492 балл(ов)
2065,12,3 модуля
2065,13,островная (в дисплее)
2066,10,6.67
2066,11,Android 12.0
2066,12,3 модуля
2066,13,островная (в дисплее)
2066,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2067,10,6.8
2067,11,Android 11.0
2067,15,1402 балл(ов)
2067,12,4 модуля
2067,13,островная (в дисплее)
2068,10,5.5
2068,11,Android 11.0
2068,12,2 модуля
2068,13,каплевидная
2068,14,"GSM, 3G, 4G (LTE)"
2069,10,6.55
2069,11,Android 11.0
2069,12,2 модуля
2069,13,каплевидная
2069,14,"GSM, 3G, 4G (LTE)"
2070,10,6.67
2070,11,Android 12.0
2070,12,3 модуля
2070,13,островная (в дисплее)
2070,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2071,10,6.6
2071,11,Android 11.0
2071,12,3 модуля
2071,13,каплевидная
2071,14,"GSM, 3G, 4G (LTE), VoLTE"
2072,10,6.67
2072,11,Android 12.0
2072,12,3 модуля
2072,13,островная (в дисплее)
2072,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2073,10,6.53
2073,11,Android 11.0
2073,12,3 модуля
2073,13,каплевидная
2073,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2074,10,6.7
2074,11,Android 11.0
2074,12,3 модуля
2074,13,каплевидная
2074,14,"GSM, 3G, 4G (LTE), VoLTE"
2075,10,6.6
2075,11,Android 10.0
2075,12,4 модуля
2075,13,островная (в дисплее)
2075,14,"GSM, 3G, 4G (LTE)"
2076,10,6.5
2076,11,Android 12.0
2076,12,2 модуля
2076,13,каплевидная
2076,14,"GSM, 3G, 4G (LTE), VoLTE"
2077,10,6.5
2077,11,Android 9.0
2077,12,2 модуля
2077,16,8 МП
2077,14,"GSM, 3G, 4G (LTE)"
2078,10,6.81
2078,11,Flyme OS
2078,12,3 модуля
2078,13,островная (в дисплее)
2078,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2079,10,6.8
2079,11,Android 12.0
2079,12,3 модуля
2079,13,скрытая (под дисплеем)
2079,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2080,10,8
2080,11,Android 12.0
2080,12,3 модуля
2080,16,20 МП
2080,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2081,10,6.8
2081,11,Android 12.0
2081,12,3 модуля
2081,16,8 МП
2081,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2082,22,160x128
2082,11,проприетарная
2082,16,1.3 МП
2082,14,GSM
2082,19,1100
2083,10,6.5
2083,11,iOS
2083,15,5344 балл(ов)
2083,12,3 модуля
2083,13,с челкой
2084,10,6.78
2084,11,Android 13
2084,12,3 модуля
2084,13,островная (в дисплее)
2084,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA / в версии для Китая /"
2085,10,6.7
2085,11,"Android 13 / OxygenOS (глобально), ColorOS (Китай) /"
2085,12,3 модуля
2085,13,островная (в дисплее)
2085,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2086,10,6.58
2086,11,Android 12.0
2086,12,3 модуля
2086,13,каплевидная
2086,14,"GSM, 3G, 4G (LTE), VoLTE"
2087,10,8
2087,11,Android 12.0
2087,12,3 модуля
2087,16,20 МП
2087,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2088,10,2.4
2088,11,проприетарная
2088,16,0.08 МП
2088,14,GSM
2088,18,"FM-приемник, фонарик"
2089,10,6.6
2089,11,Android 12.0
2089,12,3 модуля
2089,13,островная (в дисплее)
2089,14,"GSM, 3G, 4G (LTE)"
2090,10,6.53
2090,11,Android 11.0
2090,12,3 модуля
2090,13,каплевидная
2090,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2091,10,6.67
2091,11,Android 12.0
2091,12,3 модуля
2091,13,островная (в дисплее)
2091,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2092,10,6.7
2092,11,Android 12.0
2092,12,3 модуля
2092,13,островная (в дисплее)
2092,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2093,10,6
2093,11,Android 10.0
2093,12,3 модуля
2093,16,8 МП
2093,14,"GSM, 3G, 4G (LTE)"
2094,10,6.55
2094,11,Android 11.0
2094,15,7433 балл(ов)
2094,12,4 модуля
2094,13,островная (в дисплее)
2095,10,6.58
2095,11,Android 12.0
2095,12,3 модуля
2095,13,каплевидная
2095,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2096,10,6.21
2096,11,Android 10.0
2096,15,3876 балл(ов)
2096,12,2 модуля
2096,13,с челкой
2097,10,6.7
2097,11,Android 10.0
2097,12,4 модуля
2097,13,островная (в дисплее)
2097,14,"GSM, 3G, 4G (LTE), VoLTE"
2098,10,6.67
2098,11,Android 12.0
2098,12,3 модуля
2098,13,островная (в дисплее)
2098,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2099,10,6.73
2099,11,Android 12.0
2099,12,4 модуля
2099,13,островная (в дисплее)
2099,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2100,10,6.58
2100,11,Android 12.0
2100,12,2 модуля
2100,13,каплевидная
2100,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2101,10,6.53
2101,11,Android 12.0
2101,12,2 модуля
2101,13,каплевидная
2101,14,"GSM, 3G, 4G (LTE), VoLTE"
2102,10,2.8
2102,11,KaiOS
2102,16,2 МП
2102,14,"GSM, 3G, 4G (LTE)"
2102,18,"FM-приемник, фонарик"
2103,10,6.6
2103,11,Android 11.0
2103,12,3 модуля
2103,13,островная (в дисплее)
2103,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2104,10,6.58
2104,11,Android 11.0
2104,12,3 модуля
2104,13,каплевидная
2104,14,"GSM, 3G, 4G (LTE), VoLTE"
2105,10,6.43
2105,11,Android 11.0
2105,12,3 модуля
2105,13,островная (в дисплее)
2105,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2106,10,6.43
2106,11,Android 11.0
2106,12,3 модуля
2106,13,островная (в дисплее)
2106,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2107,10,6.8
2107,11,Android 13
2107,15,967 балл(ов)
2107,12,3 модуля
2107,13,островная (в дисплее)
2108,10,5.99
2108,11,Android 8.1
2108,16,12 МП
2108,14,"GSM, 3G, 4G (LTE)"
2108,18,"сканер отпечатка сзади, FM-приемник / без использования наушников /, шумоподавление, гироскоп, фонарик, датчик освещения"
2109,10,6.52
2109,11,Android 11.0
2109,12,2 модуля
2109,13,каплевидная
2109,14,"GSM, 3G, 4G (LTE)"
2110,10,1.77
2110,11,проприетарная
2110,14,GSM
2110,18,FM-приемник
2110,19,800
2111,10,6.5
2111,11,Android 12.0 / Doke OS /
2111,16,"50 МП, f/1.8, Samsung JN1"
2111,13,каплевидная
2111,14,"GSM, 3G, 4G (LTE), VoLTE"
2112,10,6.52
2112,11,Android 12.0
2112,12,2 модуля
2112,13,каплевидная
2112,14,"GSM, 3G, 4G (LTE)"
2113,10,5.99
2113,11,Android 9.0 Go Edition
2113,12,2 модуля
2113,16,2 МП
2113,14,"GSM, 3G"
2114,10,1.77
2114,11,проприетарная
2114,14,GSM
2114,18,FM-приемник
2114,19,800
2115,10,6.67
2115,11,Android 12.0
2115,12,3 модуля
2115,13,островная (в дисплее)
2115,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2116,10,6.7
2116,11,Android 12.0
2116,12,3 модуля
2116,13,островная (в дисплее)
2116,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2117,10,6.53
2117,11,Android 10.0
2117,12,4 модуля
2117,13,островная (в дисплее)
2117,14,"GSM, 3G, 4G (LTE)"
2118,10,6.67
2118,11,Android 12.0 / EMUI /
2118,12,3 модуля
2118,21,30 к/с
2118,14,"GSM, 3G, 4G (LTE), VoLTE"
2119,10,6.52
2119,11,Android 12.0
2119,12,2 модуля
2119,13,каплевидная
2119,14,"GSM, 3G, 4G (LTE)"
2120,10,6.3
2120,11,Android 10.0
2120,12,4 модуля
2120,13,каплевидная
2120,14,"GSM, 3G, 4G (LTE), VoLTE, CDMA"
2121,10,6.67
2121,11,Android 12.0
2121,12,3 модуля
2121,13,островная (в дисплее)
2121,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2122,10,6.4
2122,11,Android 10.0
2122,12,5 модулей
2122,13,островная (в дисплее)
2122,14,"GSM, 3G, 4G (LTE)"
2123,10,2.4
2123,11,проприетарная
2123,14,GSM
2123,18,"FM-приемник, фонарик"
2123,19,1020
2124,10,6.67
2124,11,Android 12.0 / EMUI /
2124,12,3 модуля
2124,21,30 к/с
2124,14,"GSM, 3G, 4G (LTE), VoLTE"
2125,10,6.43
2125,11,Android 11.0
2125,12,3 модуля
2125,13,островная (в дисплее)
2125,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2126,10,6.59
2126,11,Android 12.0
2126,12,3 модуля
2126,13,островная (в дисплее)
2126,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2127,10,5.45
2127,11,Android 11.0 Go Edition
2127,16,2 МП
2127,14,"GSM, 3G, 4G (LTE)"
2127,18,"FM-приемник, фонарик"
2128,10,6.52
2128,11,Android 12.0
2128,12,2 модуля
2128,13,каплевидная
2128,14,"GSM, 3G, 4G (LTE), VoLTE"
2129,10,6.81
2129,11,Android 12.0
2129,12,3 модуля
2129,13,островная (в дисплее)
2129,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2130,10,6.5
2130,11,Android 12.0
2130,12,3 модуля
2130,13,островная (в дисплее)
2130,14,"GSM, 3G, 4G (LTE), VoLTE, CDMA"
2131,10,5.65
2131,11,Android 8.0
2131,12,2 модуля
2131,16,13 МП
2131,14,"GSM, 3G, 4G (LTE), VoLTE"
2132,10,5
2132,11,Android 6.0
2132,16,13 МП
2132,14,"GSM, 3G, 4G (LTE)"
2132,18,"сканер отпечатка сзади, FM-приемник, фонарик"
2133,10,6.5
2133,11,Android 11.0
2133,12,3 модуля
2133,13,островная (в дисплее)
2133,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2134,10,6.81
2134,11,Android 12.0
2134,12,3 модуля
2134,13,островная (в дисплее)
2134,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2135,10,6.9
2135,11,Android 10.0
2135,15,7492 балл(ов)
2135,12,3 модуля
2135,13,островная (в дисплее)
2136,10,6.67
2136,11,Android 10.0
2136,12,4 модуля
2136,13,островная (в дисплее)
2136,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2137,10,6.75
2137,11,Android 11.0 (HMS) / HarmonyOS для Китая /
2137,12,3 модуля
2137,13,островная (в дисплее)
2137,14,"GSM, 3G, 4G (LTE), VoLTE, CDMA"
2138,10,2.4
2138,11,Android 6.0
2138,16,5 МП
2138,14,"GSM, 3G, 4G (LTE)"
2138,18,FM-приемник
2139,10,6.81
2139,11,Android 12.0
2139,12,3 модуля
2139,13,островная (в дисплее)
2139,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2140,10,6.2
2140,11,Android 9.0
2140,16,"12 МП, f/1.8, Sony IMX363, 1/2.55"""
2140,13,каплевидная
2140,14,"GSM, 3G, 4G (LTE)"
2141,10,6
2141,11,Android 12.0
2141,12,2 модуля
2141,16,5 МП
2141,14,"GSM, 3G, 4G (LTE), VoLTE"
2142,10,4
2142,11,Android 11.0
2142,15,406 балл(ов)
2142,16,16 МП
2142,14,"GSM, 3G, 4G (LTE)"
2143,10,6.78
2143,11,Android 13
2143,12,4 модуля
2143,13,островная (в дисплее)
2143,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2144,10,5.6
2144,11,Android 7.1
2144,16,16 МП / светосила f/1.7 /
2144,14,"GSM, 3G, 4G (LTE), VoLTE"
2144,18,"сканер отпечатка сзади, Google AR Core, FM-приемник, шумоподавление, гироскоп, фонарик, датчик освещения, барометр"
2145,10,6.6
2145,11,Android 12.0
2145,12,3 модуля
2145,13,каплевидная
2145,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2146,10,6.4
2146,11,Android 11.0
2146,12,4 модуля
2146,13,островная (в дисплее)
2146,14,"GSM, 3G, 4G (LTE)"
2147,10,6.53
2147,11,Android 10.0
2147,16,"13 МП, f/1.8"
2147,13,каплевидная
2147,14,"GSM, 3G, 4G (LTE)"
2148,10,6.6
2148,11,Android 12.0
2148,12,3 модуля
2148,13,островная (в дисплее)
2148,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2149,10,6.6
2149,11,Android 9.0
2149,12,2 модуля
2149,13,каплевидная
2149,14,"GSM, 3G, 4G (LTE)"
2150,10,6.53
2150,11,Android 11.0
2150,12,3 модуля
2150,13,каплевидная
2150,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2151,10,2.4
2151,11,проприетарная
2151,14,GSM
2151,18,"FM-приемник, фонарик"
2151,19,1020
2152,10,6.22
2152,11,Android 9.0
2152,12,2 модуля
2152,13,каплевидная
2152,14,"GSM, 3G, 4G (LTE)"
2153,10,6.5
2153,11,Android 12.0
2153,12,2 модуля
2153,13,каплевидная
2153,14,"GSM, 3G, 4G (LTE), VoLTE"
2154,10,6.8
2154,11,Android 10.0
2154,15,5708 балл(ов)
2154,12,4 модуля
2154,13,островная (в дисплее)
2155,10,6.09
2155,11,Android 11.0 Go Edition
2155,16,5 МП
2155,13,каплевидная
2155,14,"GSM, 3G"
2156,10,6
2156,11,Android 10.0
2156,15,4615 балл(ов)
2156,12,6 модулей
2156,16,20 МП
2157,10,6.28
2157,11,Android 12.0
2157,12,2 модуля
2157,13,островная (в дисплее)
2157,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2158,10,6.4
2158,11,Android 11.0
2158,12,4 модуля
2158,13,островная (в дисплее)
2158,14,"GSM, 3G, 4G (LTE)"
2159,10,6.4
2159,11,Android 13
2159,12,3 модуля
2159,13,островная (в дисплее)
2159,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2160,10,6.6
2160,11,Android 12.0
2160,12,3 модуля
2160,13,каплевидная
2160,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2161,10,6.6
2161,11,Android 12.0
2161,12,3 модуля
2161,13,каплевидная
2161,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2162,10,2.8
2162,11,проприетарная
2162,16,0.3 МП
2162,14,GSM
2162,18,"стереозвук, FM-приемник, кнопка экстренного вызова"
2163,10,6.7
2163,11,Android 11.0
2163,15,7531 балл(ов)
2163,12,4 модуля
2163,13,островная (в дисплее)
2164,10,6.3
2164,11,Android 11.0
2164,12,3 модуля
2164,13,каплевидная
2164,14,"GSM, 3G, 4G (LTE)"
2165,10,6.5
2165,11,Android 11.0
2165,12,3 модуля
2165,13,островная (в дисплее)
2165,14,"GSM, 3G, 4G (LTE), VoLTE"
2166,10,6.53
2166,11,Android 11.0
2166,12,3 модуля
2166,13,каплевидная
2166,14,"GSM, 3G, 4G (LTE), VoLTE"
2167,10,6.67
2167,11,Android 12.0 / MyOS 12 /
2167,12,4 модуля
2167,13,скрытая (под дисплеем)
2167,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2168,10,6.52
2168,11,Android 12.0
2168,12,2 модуля
2168,13,каплевидная
2168,14,"GSM, 3G, 4G (LTE), VoLTE"
2169,10,5.5
2169,11,Android
2169,12,2 модуля
2169,16,5 МП
2169,14,"GSM, 3G, 4G (LTE), VoLTE"
2170,10,6.8
2170,11,Android 12.0
2170,12,3 модуля
2170,13,скрытая (под дисплеем)
2170,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2171,10,6.5
2171,11,Android 12.0 Go Edition
2171,16,8 МП
2171,13,каплевидная
2171,14,"GSM, 3G, 4G (LTE)"
2172,10,6.55
2172,11,Android 12.0 / MIUI 13 /
2172,12,3 модуля
2172,13,островная (в дисплее)
2172,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2173,10,6.8
2173,11,Android 12.0
2173,12,3 модуля
2173,13,скрытая (под дисплеем)
2173,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2174,10,6.67
2174,11,Android 12.0 / MagicUI /
2174,12,3 модуля
2174,13,островная (в дисплее)
2174,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2175,10,6.81
2175,11,Android 12.0
2175,12,5 модулей
2175,13,островная (в дисплее)
2175,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2176,10,1.77
2176,11,проприетарная
2176,14,GSM
2176,18,"FM-приемник, фонарик"
2176,19,1000
2177,10,2.8
2177,11,Android 6.0
2177,16,5 МП
2177,14,"GSM, 3G, 4G (LTE)"
2177,18,"стереозвук, FM-приемник, кнопка экстренного вызова"
2178,10,6.63
2178,11,Android 10.0 (HMS)
2178,12,3 модуля
2178,13,выдвижная
2178,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2179,10,6.5
2179,11,Android 12.0
2179,12,2 модуля
2179,13,каплевидная
2179,14,"GSM, 3G, 4G (LTE), VoLTE"
2180,10,6.2
2180,11,Android 9.0
2180,12,3 модуля
2180,13,каплевидная
2180,14,"GSM, 3G, 4G (LTE)"
2181,10,6.2
2181,11,Android 9.0
2181,15,520 балл(ов)
2181,16,"13 МП, f/1.9, 28 мм"
2181,13,каплевидная
2182,10,6.5
2182,11,Android 12.0
2182,12,3 модуля
2182,13,каплевидная
2182,14,"GSM, 3G, 4G (LTE)"
2183,10,6.5
2183,11,Android 11.0
2183,12,3 модуля
2183,13,островная (в дисплее)
2183,14,"GSM, 3G, 4G (LTE), VoLTE"
2184,10,6.5
2184,11,Android 11.0
2184,12,4 модуля
2184,13,каплевидная
2184,14,"GSM, 3G, 4G (LTE), VoLTE"
2185,10,6.7
2185,11,Android 10.0
2185,15,7140 балл(ов)
2185,12,4 модуля
2185,13,островная (в дисплее)
2186,10,6.8
2186,11,Android 12.0
2186,12,3 модуля
2186,16,8 МП
2186,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2187,10,6.75
2187,11,Android 11.0 (HMS) / HarmonyOS для Китая /
2187,12,3 модуля
2187,13,островная (в дисплее)
2187,14,"GSM, 3G, 4G (LTE), VoLTE, CDMA"
2188,10,6.8
2188,11,Android 11.0
2188,12,3 модуля
2188,16,8 МП
2188,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2189,10,5
2189,11,Android 9.0
2189,16,5 МП
2189,14,"GSM, 3G"
2189,18,"сканер отпечатка отсутствует, фонарик, датчик освещения"
2190,10,5.7
2190,11,Android 11.0
2190,12,3 модуля
2190,16,8 МП
2190,14,"GSM, 3G, 4G (LTE)"
2191,10,6.62
2191,11,Android 12.0
2191,12,3 модуля
2191,13,островная (в дисплее)
2191,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2192,10,6.95
2192,11,Android 11.0
2192,12,3 модуля
2192,13,островная (в дисплее)
2192,14,"GSM, 3G, 4G (LTE)"
2193,10,6.7
2193,11,Android 12.0
2193,12,3 модуля
2193,13,островная (в дисплее)
2193,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2194,10,6.4
2194,11,Android 13
2194,12,3 модуля
2194,13,островная (в дисплее)
2194,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2195,10,6.4
2195,11,Android 12.0
2195,15,1322 балл(ов)
2195,12,3 модуля
2195,13,островная (в дисплее)
2196,10,2.4
2196,11,проприетарная
2196,14,GSM
2196,18,"FM-приемник, полноценный фонарик"
2196,19,1800
2197,10,6.53
2197,11,Android 10.0
2197,12,3 модуля
2197,13,островная (в дисплее)
2197,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2198,10,6.74
2198,11,Android 13
2198,12,3 модуля
2198,13,островная (в дисплее)
2198,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2199,10,5
2199,11,Android 10.0
2199,16,"13 МП, f/2.2"
2199,17,f/2.2
2199,14,"GSM, 3G, 4G (LTE), VoLTE"
2200,10,6.7
2200,11,Android 10.0
2200,12,4 модуля
2200,13,островная (в дисплее)
2200,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2201,10,6.55
2201,11,Android 11.0
2201,12,3 модуля
2201,13,островная (в дисплее)
2201,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2202,10,6.78
2202,11,Android 12.0
2202,12,4 модуля
2202,13,островная (в дисплее)
2202,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2203,10,5.7
2203,11,Android 8.0
2203,15,4449 балл(ов)
2203,16,"19 МП / 1/2.3'' матрица /, f/2.0, 25 мм, Sony IMX400, 1/2.3"""
2203,17,f/2.3
2204,10,5.45
2204,11,Android
2204,12,2 модуля
2204,16,5 МП
2204,14,"GSM, 3G, 4G (LTE), VoLTE"
2205,10,6.74
2205,11,Android 13
2205,12,3 модуля
2205,13,островная (в дисплее)
2205,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2206,10,6.4
2206,11,Android 13
2206,12,3 модуля
2206,13,островная (в дисплее)
2206,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2207,10,6.53
2207,11,Android 11.0
2207,12,3 модуля
2207,13,каплевидная
2207,14,"GSM, 3G, 4G (LTE), VoLTE"
2208,10,6.5
2208,11,Android 10.0
2208,12,2 модуля
2208,13,каплевидная
2208,14,"GSM, 3G, 4G (LTE)"
2209,10,6.73
2209,11,Android 12.0
2209,12,4 модуля
2209,13,островная (в дисплее)
2209,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2210,10,5.71
2210,11,Android 10.0
2210,12,3 модуля
2210,13,каплевидная
2210,14,"GSM, 3G, 4G (LTE)"
2211,10,6.5
2211,11,Android 12.0 Go Edition
2211,16,8 МП
2211,13,каплевидная
2211,14,"GSM, 3G, 4G (LTE)"
2212,10,6.73
2212,11,Android 12.0
2212,12,4 модуля
2212,13,островная (в дисплее)
2212,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2213,10,5.71
2213,11,Android 10.0
2213,12,3 модуля
2213,13,каплевидная
2213,14,"GSM, 3G, 4G (LTE)"
2214,10,6.95
2214,11,Android 11.0
2214,12,4 модуля
2214,13,"островная (в дисплее) / Hynix HI-846, 1/4"" /"
2214,14,"GSM, 3G, 4G (LTE), VoLTE"
2215,10,6.6
2215,11,Android 12.0
2215,12,3 модуля
2215,13,каплевидная
2215,14,"GSM, 3G, 4G (LTE)"
2216,10,6.6
2216,11,Android 12.0 / Realme UI /
2216,12,2 модуля
2216,13,каплевидная
2216,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2217,10,6.43
2217,11,Android 11.0 / ColorOS /
2217,16,"64 МП, f/1.7, 80 °"
2217,13,островная (в дисплее)
2217,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2218,10,1.77
2218,11,проприетарная
2218,14,GSM
2218,18,"FM-приемник, фонарик"
2218,19,600
2219,10,2.4
2219,11,проприетарная
2219,16,0.08 МП
2219,14,GSM
2219,18,"FM-приемник, фонарик"
2220,10,6.52
2220,11,Android 12.0
2220,12,2 модуля
2220,13,каплевидная
2220,14,"GSM, 3G, 4G (LTE), VoLTE"
2221,10,6.52
2221,11,Android 12.0
2221,12,2 модуля
2221,13,каплевидная
2221,14,"GSM, 3G, 4G (LTE), VoLTE"
2222,10,5
2222,11,Android 5.1
2222,16,13 МП
2222,14,"GSM, 3G, 4G (LTE)"
2222,18,"шумоподавление, гироскоп, фонарик"
2223,10,6.6
2223,11,Android 12.0
2223,12,2 модуля
2223,13,каплевидная
2223,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2224,10,6.36
2224,11,Android 11.0
2224,12,3 модуля
2224,13,островная (в дисплее)
2224,14,"GSM, 3G, 4G (LTE), CDMA"
2225,10,6.6
2225,11,Android 12.0 / Realme UI /
2225,12,2 модуля
2225,13,каплевидная
2225,14,"GSM, 3G, 4G (LTE), 5G, VoLTE, CDMA"
2226,10,6.6
2226,11,Android 11.0 / Realme UI /
2226,15,2353 балл(ов)
2226,12,3 модуля
2226,13,островная (в дисплее)
2227,10,6.72
2227,11,Android 13
2227,12,2 модуля
2227,13,островная (в дисплее)
2227,14,"GSM, 3G, 4G (LTE), VoLTE"
2228,10,6.7
2228,11,Android 11.0
2228,12,3 модуля
2228,13,островная (в дисплее)
2228,14,"GSM, 3G, 4G (LTE)"
2229,10,6
2229,11,Android 11.0
2229,12,3 модуля
2229,16,8 МП / 24 мм /
2229,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2230,10,6.3
2230,11,Android 11.0
2230,12,4 модуля
2230,13,каплевидная
2230,14,"GSM, 3G, 4G (LTE), 5G"
2231,10,6.3
2231,11,Android 11.0
2231,12,4 модуля
2231,13,каплевидная
2231,14,"GSM, 3G, 4G (LTE), 5G"
2232,10,6.52
2232,11,Android 11.0
2232,12,3 модуля
2232,13,каплевидная
2232,14,"GSM, 3G, 4G (LTE)"
2233,10,6.53
2233,11,Android 11.0
2233,12,3 модуля
2233,13,каплевидная
2233,14,"GSM, 3G, 4G (LTE), VoLTE"
2234,10,2.8
2234,11,проприетарная
2234,16,0.3 МП
2234,14,GSM
2234,18,"FM-приемник, кнопка экстренного вызова, полноценный фонарик"
2235,10,6.57
2235,11,Android 10.0
2235,12,4 модуля
2235,13,каплевидная
2235,14,"GSM, 3G, 4G (LTE), 5G, VoLTE"
2236,10,5.5
2236,11,Android
2236,12,2 модуля
2236,16,5 МП
2236,14,"GSM, 3G, 4G (LTE), VoLTE"
2237,10,6
